hpi_type,hpi_flavor,frequency,level,place_name,place_id,yr,period,index_nsa,index_sa
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",1988,4,80.14,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",1989,1,79.02,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",1989,2,82.17,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",1989,3,84.11,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",1989,4,83.28,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",1990,1,85.06,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",1990,2,84.52,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",1990,3,83.89,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",1990,4,84.24,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",1991,1,84.87,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",1991,2,85.75,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",1991,3,85.96,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",1991,4,87.21,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",1992,1,87.84,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",1992,2,88.60,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",1992,3,90.01,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",1992,4,90.64,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",1993,1,91.50,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",1993,2,91.51,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",1993,3,92.69,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",1993,4,94.51,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",1994,1,94.28,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",1994,2,95.67,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",1994,3,97.01,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",1994,4,98.23,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",1995,1,100.00,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",1995,2,101.29,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",1995,3,104.11,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",1995,4,104.96,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",1996,1,106.34,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",1996,2,107.90,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",1996,3,109.03,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",1996,4,110.50,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",1997,1,111.86,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",1997,2,112.27,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",1997,3,113.69,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",1997,4,115.99,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",1998,1,116.80,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",1998,2,117.97,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",1998,3,119.29,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",1998,4,120.08,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",1999,1,121.74,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",1999,2,121.81,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",1999,3,123.44,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",1999,4,122.70,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",2000,1,123.86,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",2000,2,125.52,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",2000,3,126.69,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",2000,4,128.32,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",2001,1,130.47,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",2001,2,131.94,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",2001,3,132.99,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",2001,4,133.69,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",2002,1,134.67,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",2002,2,133.82,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",2002,3,135.85,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",2002,4,136.29,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",2003,1,138.02,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",2003,2,138.37,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",2003,3,139.39,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",2003,4,141.76,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",2004,1,140.98,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",2004,2,140.15,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",2004,3,142.94,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",2004,4,146.33,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",2005,1,146.26,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",2005,2,145.97,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",2005,3,149.76,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",2005,4,151.57,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",2006,1,150.04,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",2006,2,154.49,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",2006,3,152.63,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",2006,4,153.57,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",2007,1,155.14,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",2007,2,156.60,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",2007,3,154.73,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",2007,4,153.91,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",2008,1,155.75,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",2008,2,154.84,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",2008,3,151.33,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",2008,4,151.56,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",2009,1,155.42,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",2009,2,150.88,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",2009,3,145.38,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",2009,4,142.52,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",2010,1,142.33,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",2010,2,141.07,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",2010,3,144.13,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",2010,4,142.42,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",2011,1,136.76,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",2011,2,135.69,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",2011,3,136.77,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",2011,4,139.22,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",2012,1,137.46,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",2012,2,136.80,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",2012,3,137.23,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",2012,4,139.76,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",2013,1,139.50,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",2013,2,138.61,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",2013,3,140.00,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",2013,4,140.97,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",2014,1,139.27,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",2014,2,141.78,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",2014,3,145.52,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",2014,4,146.62,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",2015,1,146.42,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",2015,2,149.22,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",2015,3,151.56,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",2015,4,152.92,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",2016,1,153.42,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",2016,2,157.09,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",2016,3,161.07,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",2016,4,160.03,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",2017,1,161.87,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",2017,2,164.93,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",2017,3,169.20,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",2017,4,171.87,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",2018,1,171.36,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",2018,2,177.93,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",2018,3,181.50,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",2018,4,181.45,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",2019,1,183.41,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",2019,2,186.70,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",2019,3,190.68,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",2019,4,190.13,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",2020,1,192.44,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",2020,2,195.16,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",2020,3,199.77,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",2020,4,204.60,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",2021,1,207.43,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",2021,2,220.41,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",2021,3,231.95,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",2021,4,237.80,
"traditional","all-transactions","quarterly","MSA","Elkhart-Goshen, IN","21140",2022,1,245.76,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",1990,4,92.30,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",1991,1,91.29,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",1991,2,94.91,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",1991,3,96.32,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",1991,4,96.79,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",1992,1,101.22,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",1992,2,99.94,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",1992,3,102.88,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",1992,4,102.23,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",1993,1,103.47,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",1993,2,101.92,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",1993,3,105.28,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",1993,4,102.62,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",1994,1,104.78,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",1994,2,100.67,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",1994,3,97.93,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",1994,4,98.08,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",1995,1,100.00,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",1995,2,92.91,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",1995,3,99.36,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",1995,4,103.26,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",1996,1,102.02,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",1996,2,101.05,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",1996,3,103.12,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",1996,4,103.68,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",1997,1,98.29,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",1997,2,101.57,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",1997,3,103.36,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",1997,4,102.37,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",1998,1,103.87,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",1998,2,104.64,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",1998,3,104.80,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",1998,4,104.14,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",1999,1,106.53,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",1999,2,105.68,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",1999,3,107.47,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",1999,4,104.74,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",2000,1,108.90,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",2000,2,112.89,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",2000,3,111.65,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",2000,4,110.34,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",2001,1,117.20,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",2001,2,115.11,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",2001,3,121.48,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",2001,4,117.16,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",2002,1,118.83,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",2002,2,118.73,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",2002,3,119.52,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",2002,4,123.61,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",2003,1,124.14,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",2003,2,121.91,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",2003,3,125.65,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",2003,4,125.13,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",2004,1,126.52,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",2004,2,129.53,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",2004,3,134.37,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",2004,4,132.72,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",2005,1,132.31,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",2005,2,136.31,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",2005,3,132.75,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",2005,4,135.63,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",2006,1,138.62,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",2006,2,147.59,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",2006,3,140.97,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",2006,4,145.05,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",2007,1,145.79,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",2007,2,152.55,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",2007,3,150.72,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",2007,4,146.66,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",2008,1,148.19,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",2008,2,149.19,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",2008,3,148.80,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",2008,4,150.90,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",2009,1,156.83,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",2009,2,157.48,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",2009,3,151.09,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",2009,4,156.18,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",2010,1,156.85,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",2010,2,151.36,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",2010,3,155.08,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",2010,4,159.41,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",2011,1,157.26,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",2011,2,160.33,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",2011,3,158.05,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",2011,4,160.50,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",2012,1,161.52,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",2012,2,159.67,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",2012,3,163.32,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",2012,4,165.74,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",2013,1,160.15,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",2013,2,166.97,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",2013,3,163.55,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",2013,4,165.94,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",2014,1,161.54,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",2014,2,160.91,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",2014,3,167.27,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",2014,4,172.72,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",2015,1,164.97,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",2015,2,160.52,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",2015,3,167.33,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",2015,4,162.51,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",2016,1,156.39,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",2016,2,161.89,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",2016,3,170.42,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",2016,4,165.19,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",2017,1,165.31,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",2017,2,165.37,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",2017,3,170.01,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",2017,4,169.42,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",2018,1,166.08,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",2018,2,172.44,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",2018,3,177.28,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",2018,4,170.83,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",2019,1,173.88,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",2019,2,176.35,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",2019,3,178.31,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",2019,4,181.37,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",2020,1,189.44,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",2020,2,183.67,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",2020,3,184.68,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",2020,4,187.32,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",2021,1,194.07,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",2021,2,192.70,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",2021,3,203.48,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",2021,4,203.86,
"traditional","all-transactions","quarterly","MSA","Elmira, NY","21300",2022,1,212.70,
"traditional","all-transactions","quarterly","MSA","El Paso, TX","21340",1981,2,73.13,
"traditional","all-transactions","quarterly","MSA","El Paso, TX","21340",1981,3,72.37,
"traditional","all-transactions","quarterly","MSA","El Paso, TX","21340",1981,4,78.70,
"traditional","all-transactions","quarterly","MSA","El Paso, TX","21340",1982,1,74.99,
"traditional","all-transactions","quarterly","MSA","El Paso, TX","21340",1982,2,75.40,
"traditional","all-transactions","quarterly","MSA","El Paso, TX","21340",1982,3,75.19,
"traditional","all-transactions","quarterly","MSA","El Paso, TX","21340",1982,4,80.67,
"traditional","all-transactions","quarterly","MSA","El Paso, TX","21340",1983,1,80.00,
"traditional","all-transactions","quarterly","MSA","El Paso, TX","21340",1983,2,81.21,
"traditional","all-transactions","quarterly","MSA","El Paso, TX","21340",1983,3,85.07,
"traditional","all-transactions","quarterly","MSA","El Paso, TX","21340",1983,4,88.62,
"traditional","all-transactions","quarterly","MSA","El Paso, TX","21340",1984,1,79.91,
"traditional","all-transactions","quarterly","MSA","El Paso, TX","21340",1984,2,86.90,
"traditional","all-transactions","quarterly","MSA","El Paso, TX","21340",1984,3,88.58,
"traditional","all-transactions","quarterly","MSA","El Paso, TX","21340",1984,4,87.81,
"traditional","all-transactions","quarterly","MSA","El Paso, TX","21340",1985,1,87.34,
"traditional","all-transactions","quarterly","MSA","El Paso, TX","21340",1985,2,85.37,
"traditional","all-transactions","quarterly","MSA","El Paso, TX","21340",1985,3,84.07,
"traditional","all-transactions","quarterly","MSA","El Paso, TX","21340",1985,4,85.05,
"traditional","all-transactions","quarterly","MSA","El Paso, TX","21340",1986,1,86.31,
"traditional","all-transactions","quarterly","MSA","El Paso, TX","21340",1986,2,87.51,
"traditional","all-transactions","quarterly","MSA","El Paso, TX","21340",1986,3,88.82,
"traditional","all-transactions","quarterly","MSA","El Paso, TX","21340",1986,4,87.71,
"traditional","all-transactions","quarterly","MSA","El Paso, TX","21340",1987,1,88.78,
"traditional","all-transactions","quarterly","MSA","El Paso, TX","21340",1987,2,89.54,
"traditional","all-transactions","quarterly","MSA","El Paso, TX","21340",1987,3,87.69,
"traditional","all-transactions","quarterly","MSA","El Paso, TX","21340",1987,4,85.33,
"traditional","all-transactions","quarterly","MSA","El Paso, TX","21340",1988,1,84.77,
"traditional","all-transactions","quarterly","MSA","El Paso, TX","21340",1988,2,84.91,
"traditional","all-transactions","quarterly","MSA","El Paso, TX","21340",1988,3,85.93,
"traditional","all-transactions","quarterly","MSA","El Paso, TX","21340",1988,4,86.96,
"traditional","all-transactions","quarterly","MSA","El Paso, TX","21340",1989,1,86.11,
"traditional","all-transactions","quarterly","MSA","El Paso, TX","21340",1989,2,86.50,
"traditional","all-transactions","quarterly","MSA","El Paso, TX","21340",1989,3,88.39,
"traditional","all-transactions","quarterly","MSA","El Paso, TX","21340",1989,4,88.84,
"traditional","all-transactions","quarterly","MSA","El Paso, TX","21340",1990,1,87.89,
"traditional","all-transactions","quarterly","MSA","El Paso, TX","21340",1990,2,89.44,
"traditional","all-transactions","quarterly","MSA","El Paso, TX","21340",1990,3,88.69,
"traditional","all-transactions","quarterly","MSA","El Paso, TX","21340",1990,4,89.08,
"traditional","all-transactions","quarterly","MSA","El Paso, TX","21340",1991,1,89.50,
"traditional","all-transactions","quarterly","MSA","El Paso, TX","21340",1991,2,90.98,
"traditional","all-transactions","quarterly","MSA","El Paso, TX","21340",1991,3,89.68,
"traditional","all-transactions","quarterly","MSA","El Paso, TX","21340",1991,4,92.24,
"traditional","all-transactions","quarterly","MSA","El Paso, TX","21340",1992,1,93.18,
"traditional","all-transactions","quarterly","MSA","El Paso, TX","21340",1992,2,92.78,
"traditional","all-transactions","quarterly","MSA","El Paso, TX","21340",1992,3,93.99,
"traditional","all-transactions","quarterly","MSA","El Paso, TX","21340",1992,4,95.12,
"traditional","all-transactions","quarterly","MSA","El Paso, TX","21340",1993,1,95.44,
"traditional","all-transactions","quarterly","MSA","El Paso, TX","21340",1993,2,97.26,
"traditional","all-transactions","quarterly","MSA","El Paso, TX","21340",1993,3,97.63,
"traditional","all-transactions","quarterly","MSA","El Paso, TX","21340",1993,4,98.86,
"traditional","all-transactions","quarterly","MSA","El Paso, TX","21340",1994,1,99.45,
"traditional","all-transactions","quarterly","MSA","El Paso, TX","21340",1994,2,98.76,
"traditional","all-transactions","quarterly","MSA","El Paso, TX","21340",1994,3,99.85,
"traditional","all-transactions","quarterly","MSA","El Paso, TX","21340",1994,4,99.40,
"traditional","all-transactions","quarterly","MSA","El Paso, TX","21340",1995,1,100.00,
"traditional","all-transactions","quarterly","MSA","El Paso, TX","21340",1995,2,101.31,
"traditional","all-transactions","quarterly","MSA","El Paso, TX","21340",1995,3,102.32,
"traditional","all-transactions","quarterly","MSA","El Paso, TX","21340",1995,4,102.87,
"traditional","all-transactions","quarterly","MSA","El Paso, TX","21340",1996,1,103.51,
